store_id,store_tier,region,category,date,sales
Store_001,Tier1,West,Electronics,2021-02-01,964870.8
Store_001,Tier1,West,Electronics,2021-03-01,1245631.97
Store_001,Tier1,West,Electronics,2021-04-01,1145759.19
Store_001,Tier1,West,Electronics,2021-05-01,1429795.16
Store_001,Tier1,West,Electronics,2021-06-01,1345747.11
Store_001,Tier1,West,Electronics,2021-07-01,1489411.31
Store_001,Tier1,West,Electronics,2021-08-01,1449208.31
Store_001,Tier1,West,Electronics,2021-09-01,1551000.66
Store_001,Tier1,West,Electronics,2021-10-01,1754831.48
Store_001,Tier1,West,Electronics,2021-11-01,1931337.22
Store_001,Tier1,West,Electronics,2021-12-01,3339801.56
Store_001,Tier1,West,Electronics,2022-01-01,1133437.31
Store_001,Tier1,West,Electronics,2022-02-01,997382.5
Store_001,Tier1,West,Electronics,2022-03-01,1158508.27
Store_001,Tier1,West,Electronics,2022-04-01,1186432.55
Store_001,Tier1,West,Electronics,2022-05-01,1288887.49
Store_001,Tier1,West,Electronics,2022-06-01,1301265.19
Store_001,Tier1,West,Electronics,2022-07-01,1390226.27
Store_001,Tier1,West,Electronics,2022-08-01,1431135.0
Store_001,Tier1,West,Electronics,2022-09-01,1551003.29
Store_001,Tier1,West,Electronics,2022-10-01,1606504.21
Store_001,Tier1,West,Electronics,2022-11-01,1809259.75
Store_001,Tier1,West,Electronics,2022-12-01,3227330.83
Store_001,Tier1,West,Electronics,2023-01-01,1098783.73
Store_001,Tier1,West,Electronics,2023-02-01,988465.58
Store_001,Tier1,West,Electronics,2023-03-01,1155544.69
Store_001,Tier1,West,Electronics,2023-04-01,1229458.33
Store_001,Tier1,West,Electronics,2023-05-01,1326596.01
Store_001,Tier1,West,Electronics,2023-06-01,1301528.68
Store_001,Tier1,West,Electronics,2023-07-01,1480145.9
Store_001,Tier1,West,Electronics,2023-08-01,1409021.37
Store_001,Tier1,West,Electronics,2023-09-01,1653144.4
Store_001,Tier1,West,Electronics,2023-10-01,1729371.54
Store_001,Tier1,West,Electronics,2023-11-01,1813647.11
Store_001,Tier1,West,Electronics,2023-12-01,3326721.47
Store_001,Tier1,West,Electronics,2024-01-01,1184806.22
Store_001,Tier1,West,Electronics,2024-02-01,970780.65
Store_001,Tier1,West,Electronics,2024-03-01,1246611.18
Store_001,Tier1,West,Electronics,2024-04-01,1274501.24
Store_001,Tier1,West,Electronics,2024-05-01,1331041.49
Store_001,Tier1,West,Electronics,2024-06-01,1366251.55
Store_001,Tier1,West,Electronics,2024-07-01,1338902.94
Store_001,Tier1,West,Electronics,2024-08-01,1428660.98
Store_001,Tier1,West,Electronics,2024-09-01,1502193.72
Store_001,Tier1,West,Electronics,2024-10-01,1660673.22
Store_001,Tier1,West,Electronics,2024-11-01,1984724.3
Store_001,Tier1,West,Electronics,2024-12-01,3335560.35
Store_001,Tier1,West,Grocery,2021-01-01,2451708.64
Store_001,Tier1,West,Grocery,2021-02-01,1622085.17
Store_001,Tier1,West,Grocery,2021-03-01,1795326.55
Store_001,Tier1,West,Grocery,2021-04-01,1890700.17
Store_001,Tier1,West,Grocery,2021-05-01,1955701.5
Store_001,Tier1,West,Grocery,2021-06-01,1902049.7
Store_001,Tier1,West,Grocery,2021-07-01,1802984.88
Store_001,Tier1,West,Grocery,2021-08-01,1818926.26
Store_001,Tier1,West,Grocery,2021-09-01,1854533.39
Store_001,Tier1,West,Grocery,2021-10-01,2162486.07
Store_001,Tier1,West,Grocery,2021-11-01,2043883.55
Store_001,Tier1,West,Grocery,2021-12-01,2493048.06
Store_001,Tier1,West,Grocery,2022-01-01,2660310.04
Store_001,Tier1,West,Grocery,2022-02-01,1749239.03
Store_001,Tier1,West,Grocery,2022-03-01,1795369.12
Store_001,Tier1,West,Grocery,2022-04-01,1985181.63
Store_001,Tier1,West,Grocery,2022-05-01,2000930.06
Store_001,Tier1,West,Grocery,2022-06-01,1779657.83
Store_001,Tier1,West,Grocery,2022-07-01,1891977.06
Store_001,Tier1,West,Grocery,2022-08-01,1788565.22
Store_001,Tier1,West,Grocery,2022-09-01,1916419.79
Store_001,Tier1,West,Grocery,2022-10-01,2080504.32
Store_001,Tier1,West,Grocery,2022-11-01,2121714.9
Store_001,Tier1,West,Grocery,2022-12-01,2390700.49
Store_001,Tier1,West,Grocery,2023-01-01,2683842.86
Store_001,Tier1,West,Grocery,2023-02-01,1572030.93
Store_001,Tier1,West,Grocery,2023-03-01,1909793.53
Store_001,Tier1,West,Grocery,2023-04-01,1922074.98
Store_001,Tier1,West,Grocery,2023-05-01,1760071.63
Store_001,Tier1,West,Grocery,2023-06-01,1795666.25
Store_001,Tier1,West,Grocery,2023-07-01,1912506.11
Store_001,Tier1,West,Grocery,2023-08-01,1953626.94
Store_001,Tier1,West,Grocery,2023-09-01,1982334.85
Store_001,Tier1,West,Grocery,2023-10-01,2069891.33
Store_001,Tier1,West,Grocery,2023-11-01,2075954.21
Store_001,Tier1,West,Grocery,2023-12-01,2530119.53
Store_001,Tier1,West,Grocery,2024-01-01,2512862.7
Store_001,Tier1,West,Grocery,2024-02-01,1726906.77
Store_001,Tier1,West,Grocery,2024-03-01,1955007.62
Store_001,Tier1,West,Grocery,2024-04-01,1916975.74
Store_001,Tier1,West,Grocery,2024-05-01,1810826.1
Store_001,Tier1,West,Grocery,2024-06-01,1885396.53
Store_001,Tier1,West,Grocery,2024-07-01,1803797.31
Store_001,Tier1,West,Grocery,2024-08-01,1910442.16
Store_001,Tier1,West,Grocery,2024-09-01,1773419.71
Store_001,Tier1,West,Grocery,2024-10-01,1953480.42
Store_001,Tier1,West,Grocery,2024-11-01,2085329.02
Store_001,Tier1,West,Grocery,2024-12-01,2530747.17
Store_001,Tier1,West,Home & Kitchen,2021-01-01,843455.79
Store_001,Tier1,West,Home & Kitchen,2021-02-01,768289.74
Store_001,Tier1,West,Home & Kitchen,2021-03-01,1005613.62
Store_001,Tier1,West,Home & Kitchen,2021-04-01,943130.65
Store_001,Tier1,West,Home & Kitchen,2021-05-01,1116494.92
Store_001,Tier1,West,Home & Kitchen,2021-06-01,948813.95
Store_001,Tier1,West,Home & Kitchen,2021-07-01,998687.95
Store_001,Tier1,West,Home & Kitchen,2021-08-01,972342.23
Store_001,Tier1,West,Home & Kitchen,2021-09-01,991024.82
Store_001,Tier1,West,Home & Kitchen,2021-10-01,1139715.61
Store_001,Tier1,West,Home & Kitchen,2021-11-01,1732202.17
Store_001,Tier1,West,Home & Kitchen,2021-12-01,1589771.02
Store_001,Tier1,West,Home & Kitchen,2022-01-01,853797.52
Store_001,Tier1,West,Home & Kitchen,2022-02-01,717968.93
Store_001,Tier1,West,Home & Kitchen,2022-03-01,953102.34
Store_001,Tier1,West,Home & Kitchen,2022-04-01,991160.75
Store_001,Tier1,West,Home & Kitchen,2022-05-01,1032458.39
Store_001,Tier1,West,Home & Kitchen,2022-06-01,990859.86
Store_001,Tier1,West,Home & Kitchen,2022-07-01,1016721.7
Store_001,Tier1,West,Home & Kitchen,2022-08-01,978725.47
Store_001,Tier1,West,Home & Kitchen,2022-09-01,993838.71
Store_001,Tier1,West,Home & Kitchen,2022-10-01,1188886.89
Store_001,Tier1,West,Home & Kitchen,2022-11-01,1714123.59
Store_001,Tier1,West,Home & Kitchen,2022-12-01,1578841.77
Store_001,Tier1,West,Home & Kitchen,2023-01-01,876162.98
Store_001,Tier1,West,Home & Kitchen,2023-02-01,756569.34
Store_001,Tier1,West,Home & Kitchen,2023-03-01,978625.29
Store_001,Tier1,West,Home & Kitchen,2023-04-01,1035277.81
Store_001,Tier1,West,Home & Kitchen,2023-05-01,1045195.7
Store_001,Tier1,West,Home & Kitchen,2023-06-01,980835.54
Store_001,Tier1,West,Home & Kitchen,2023-07-01,948221.37
Store_001,Tier1,West,Home & Kitchen,2023-08-01,911776.64
Store_001,Tier1,West,Home & Kitchen,2023-09-01,1014978.81
Store_001,Tier1,West,Home & Kitchen,2023-10-01,1061888.88
Store_001,Tier1,West,Home & Kitchen,2023-11-01,1596280.5
Store_001,Tier1,West,Home & Kitchen,2023-12-01,1659787.51
Store_001,Tier1,West,Home & Kitchen,2024-01-01,838943.12
Store_001,Tier1,West,Home & Kitchen,2024-02-01,835416.25
Store_001,Tier1,West,Home & Kitchen,2024-03-01,974006.42
Store_001,Tier1,West,Home & Kitchen,2024-04-01,1011261.32
Store_001,Tier1,West,Home & Kitchen,2024-05-01,1101151.31
Store_001,Tier1,West,Home & Kitchen,2024-06-01,969876.03
Store_001,Tier1,West,Home & Kitchen,2024-07-01,948411.43
Store_001,Tier1,West,Home & Kitchen,2024-08-01,971958.62
Store_001,Tier1,West,Home & Kitchen,2024-09-01,999352.87
Store_001,Tier1,West,Home & Kitchen,2024-10-01,1111161.34
Store_001,Tier1,West,Home & Kitchen,2024-11-01,1667766.22
Store_001,Tier1,West,Home & Kitchen,2024-12-01,1521608.41
Store_001,Tier1,West,Sports,2021-01-01,432699.0
Store_001,Tier1,West,Sports,2021-02-01,410342.36
Store_001,Tier1,West,Sports,2021-03-01,576121.82
Store_001,Tier1,West,Sports,2021-04-01,630415.32
Store_001,Tier1,West,Sports,2021-05-01,731259.75
Store_001,Tier1,West,Sports,2021-06-01,892273.66
Store_001,Tier1,West,Sports,2021-07-01,1004581.0
Store_001,Tier1,West,Sports,2021-08-01,852142.81
Store_001,Tier1,West,Sports,2021-09-01,646050.63
Store_001,Tier1,West,Sports,2021-10-01,580842.42
Store_001,Tier1,West,Sports,2021-11-01,479539.08
Store_001,Tier1,West,Sports,2021-12-01,447126.11
Store_001,Tier1,West,Sports,2022-01-01,454463.29
Store_001,Tier1,West,Sports,2022-02-01,432165.59
Store_001,Tier1,West,Sports,2022-03-01,546115.66
Store_001,Tier1,West,Sports,2022-04-01,646826.04
Store_001,Tier1,West,Sports,2022-05-01,689888.01
Store_001,Tier1,West,Sports,2022-06-01,939676.99
Store_001,Tier1,West,Sports,2022-07-01,901708.13
Store_001,Tier1,West,Sports,2022-08-01,774733.03
Store_001,Tier1,West,Sports,2022-09-01,666316.67
Store_001,Tier1,West,Sports,2022-10-01,610280.19
Store_001,Tier1,West,Sports,2022-11-01,486484.49
Store_001,Tier1,West,Sports,2022-12-01,468117.34
Store_001,Tier1,West,Sports,2023-01-01,456434.2
Store_001,Tier1,West,Sports,2023-02-01,401841.43
Store_001,Tier1,West,Sports,2023-03-01,528453.83
Store_001,Tier1,West,Sports,2023-04-01,629205.66
Store_001,Tier1,West,Sports,2023-05-01,722875.93
Store_001,Tier1,West,Sports,2023-06-01,908464.48
Store_001,Tier1,West,Sports,2023-07-01,972853.41
Store_001,Tier1,West,Sports,2023-08-01,793383.4
Store_001,Tier1,West,Sports,2023-09-01,643184.0
Store_001,Tier1,West,Sports,2023-10-01,608138.64
Store_001,Tier1,West,Sports,2023-11-01,456853.86
Store_001,Tier1,West,Sports,2023-12-01,486417.36
Store_001,Tier1,West,Sports,2024-01-01,435445.6
Store_001,Tier1,West,Sports,2024-02-01,481452.74
Store_001,Tier1,West,Sports,2024-03-01,568970.13
Store_001,Tier1,West,Sports,2024-04-01,656773.81
Store_001,Tier1,West,Sports,2024-05-01,727243.65
Store_001,Tier1,West,Sports,2024-06-01,953772.81
Store_001,Tier1,West,Sports,2024-07-01,853274.24
Store_001,Tier1,West,Sports,2024-08-01,815393.28
Store_001,Tier1,West,Sports,2024-09-01,721405.05
Store_001,Tier1,West,Sports,2024-10-01,574845.75
Store_001,Tier1,West,Sports,2024-11-01,522524.38
Store_001,Tier1,West,Sports,2024-12-01,522379.71
Store_002,Tier1,Central,Clothing,2021-01-01,616547.22
Store_002,Tier1,Central,Clothing,2021-02-01,534077.47
Store_002,Tier1,Central,Clothing,2021-03-01,675563.3
Store_002,Tier1,Central,Clothing,2021-04-01,747745.65
Store_002,Tier1,Central,Clothing,2021-05-01,781803.79
Store_002,Tier1,Central,Clothing,2021-06-01,562920.79
Store_002,Tier1,Central,Clothing,2021-07-01,672124.49
Store_002,Tier1,Central,Clothing,2021-08-01,690399.33
Store_002,Tier1,Central,Clothing,2021-09-01,684329.35
Store_002,Tier1,Central,Clothing,2021-10-01,1246677.69
Store_002,Tier1,Central,Clothing,2021-11-01,1007537.68
Store_002,Tier1,Central,Clothing,2021-12-01,922458.86
Store_002,Tier1,Central,Clothing,2022-01-01,645250.13
Store_002,Tier1,Central,Clothing,2022-02-01,509815.98
Store_002,Tier1,Central,Clothing,2022-03-01,670371.12
Store_002,Tier1,Central,Clothing,2022-04-01,711788.44
Store_002,Tier1,Central,Clothing,2022-05-01,788030.21
Store_002,Tier1,Central,Clothing,2022-06-01,638693.61
Store_002,Tier1,Central,Clothing,2022-07-01,657709.4
Store_002,Tier1,Central,Clothing,2022-08-01,656907.09
Store_002,Tier1,Central,Clothing,2022-09-01,664913.07
Store_002,Tier1,Central,Clothing,2022-10-01,1285667.6
Store_002,Tier1,Central,Clothing,2022-11-01,1023892.31
Store_002,Tier1,Central,Clothing,2022-12-01,925187.16
Store_002,Tier1,Central,Clothing,2023-01-01,598787.69
Store_002,Tier1,Central,Clothing,2023-02-01,527026.92
Store_002,Tier1,Central,Clothing,2023-03-01,660335.29
Store_002,Tier1,Central,Clothing,2023-04-01,766631.48
Store_002,Tier1,Central,Clothing,2023-05-01,733905.64
Store_002,Tier1,Central,Clothing,2023-06-01,672259.38
Store_002,Tier1,Central,Clothing,2023-07-01,648881.22
Store_002,Tier1,Central,Clothing,2023-08-01,673923.86
Store_002,Tier1,Central,Clothing,2023-09-01,689018.33
Store_002,Tier1,Central,Clothing,2023-10-01,1269292.63
Store_002,Tier1,Central,Clothing,2023-11-01,953313.06
Store_002,Tier1,Central,Clothing,2023-12-01,916523.66
Store_002,Tier1,Central,Clothing,2024-01-01,642834.78
Store_002,Tier1,Central,Clothing,2024-02-01,504238.59
Store_002,Tier1,Central,Clothing,2024-03-01,725184.1
Store_002,Tier1,Central,Clothing,2024-04-01,723966.74
Store_002,Tier1,Central,Clothing,2024-05-01,801884.01
Store_002,Tier1,Central,Clothing,2024-06-01,674033.09
Store_002,Tier1,Central,Clothing,2024-07-01,623230.68
Store_002,Tier1,Central,Clothing,2024-08-01,659017.06
Store_002,Tier1,Central,Clothing,2024-09-01,652750.24
Store_002,Tier1,Central,Clothing,2024-10-01,1294338.08
Store_002,Tier1,Central,Clothing,2024-11-01,1030993.97
Store_002,Tier1,Central,Clothing,2024-12-01,932031.3
Store_002,Tier1,Central,Electronics,2021-01-01,803839.56
Store_002,Tier1,Central,Electronics,2021-02-01,719181.7
Store_002,Tier1,Central,Electronics,2021-03-01,926336.42
Store_002,Tier1,Central,Electronics,2021-04-01,929582.37
Store_002,Tier1,Central,Electronics,2021-05-01,988097.48
Store_002,Tier1,Central,Electronics,2021-06-01,922348.56
Store_002,Tier1,Central,Electronics,2021-07-01,1017042.55
Store_002,Tier1,Central,Electronics,2021-08-01,1021232.03
Store_002,Tier1,Central,Electronics,2021-09-01,1109222.31
Store_002,Tier1,Central,Electronics,2021-10-01,1200206.38
Store_002,Tier1,Central,Electronics,2021-11-01,1352182.38
Store_002,Tier1,Central,Electronics,2021-12-01,2302530.41
Store_002,Tier1,Central,Electronics,2022-01-01,823030.68
Store_002,Tier1,Central,Electronics,2022-02-01,728960.43
Store_002,Tier1,Central,Electronics,2022-03-01,909330.72
Store_002,Tier1,Central,Electronics,2022-04-01,998812.05
Store_002,Tier1,Central,Electronics,2022-05-01,970837.62
Store_002,Tier1,Central,Electronics,2022-06-01,964260.88
Store_002,Tier1,Central,Electronics,2022-07-01,1018260.61
Store_002,Tier1,Central,Electronics,2022-08-01,1065296.17
Store_002,Tier1,Central,Electronics,2022-09-01,1149503.16
Store_002,Tier1,Central,Electronics,2022-10-01,1313279.85
Store_002,Tier1,Central,Electronics,2022-11-01,1396398.51
Store_002,Tier1,Central,Electronics,2022-12-01,2504782.71
Store_002,Tier1,Central,Electronics,2023-01-01,785361.31
Store_002,Tier1,Central,Electronics,2023-02-01,718378.5
Store_002,Tier1,Central,Electronics,2023-03-01,824315.85
Store_002,Tier1,Central,Electronics,2023-04-01,887422.46
Store_002,Tier1,Central,Electronics,2023-05-01,1000233.1
Store_002,Tier1,Central,Electronics,2023-06-01,1034402.8
Store_002,Tier1,Central,Electronics,2023-07-01,985782.06
Store_002,Tier1,Central,Electronics,2023-08-01,1051599.07
Store_002,Tier1,Central,Electronics,2023-09-01,1175472.85
Store_002,Tier1,Central,Electronics,2023-10-01,1304869.83
Store_002,Tier1,Central,Electronics,2023-11-01,1418923.43
Store_002,Tier1,Central,Electronics,2023-12-01,2377226.12
Store_002,Tier1,Central,Electronics,2024-01-01,833323.09
Store_002,Tier1,Central,Electronics,2024-02-01,720811.13
Store_002,Tier1,Central,Electronics,2024-03-01,899349.69
Store_002,Tier1,Central,Electronics,2024-04-01,935510.28
Store_002,Tier1,Central,Electronics,2024-05-01,1016329.02
Store_002,Tier1,Central,Electronics,2024-06-01,1016616.26
Store_002,Tier1,Central,Electronics,2024-07-01,1005404.81
Store_002,Tier1,Central,Electronics,2024-08-01,1106281.89
Store_002,Tier1,Central,Electronics,2024-09-01,1141703.68
Store_002,Tier1,Central,Electronics,2024-10-01,1296317.08
Store_002,Tier1,Central,Electronics,2024-11-01,1485357.8
Store_002,Tier1,Central,Electronics,2024-12-01,2410552.2
Store_002,Tier1,Central,Grocery,2021-01-01,2357713.81
Store_002,Tier1,Central,Grocery,2021-02-01,1479222.93
Store_002,Tier1,Central,Grocery,2021-03-01,1790850.25
Store_002,Tier1,Central,Grocery,2021-04-01,1679874.08
Store_002,Tier1,Central,Grocery,2021-05-01,1803842.94
Store_002,Tier1,Central,Grocery,2021-06-01,1700342.73
Store_002,Tier1,Central,Grocery,2021-07-01,1726117.28
Store_002,Tier1,Central,Grocery,2021-08-01,1699132.62
Store_002,Tier1,Central,Grocery,2021-09-01,1661996.22
Store_002,Tier1,Central,Grocery,2021-10-01,1717632.23
Store_002,Tier1,Central,Grocery,2021-11-01,1818913.61
Store_002,Tier1,Central,Grocery,2021-12-01,2247373.93
Store_002,Tier1,Central,Grocery,2022-01-01,2319689.46
Store_002,Tier1,Central,Grocery,2022-02-01,1500935.89
Store_002,Tier1,Central,Grocery,2022-03-01,1694468.91
Store_002,Tier1,Central,Grocery,2022-04-01,1640409.65
Store_002,Tier1,Central,Grocery,2022-05-01,1640351.05
Store_002,Tier1,Central,Grocery,2022-06-01,1740218.44
Store_002,Tier1,Central,Grocery,2022-07-01,1669280.87
Store_002,Tier1,Central,Grocery,2022-08-01,1650740.7
Store_002,Tier1,Central,Grocery,2022-09-01,1697973.03
Store_002,Tier1,Central,Grocery,2022-10-01,1721727.37
Store_002,Tier1,Central,Grocery,2022-11-01,1776013.62
Store_002,Tier1,Central,Grocery,2022-12-01,2293864.47
Store_002,Tier1,Central,Grocery,2023-01-01,2297333.55
Store_002,Tier1,Central,Grocery,2023-02-01,1460404.79
Store_002,Tier1,Central,Grocery,2023-03-01,1724289.99
Store_002,Tier1,Central,Grocery,2023-04-01,1785417.35
Store_002,Tier1,Central,Grocery,2023-05-01,1719041.66
Store_002,Tier1,Central,Grocery,2023-06-01,1612674.51
Store_002,Tier1,Central,Grocery,2023-07-01,1723219.85
Store_002,Tier1,Central,Grocery,2023-08-01,1778542.92
Store_002,Tier1,Central,Grocery,2023-09-01,1773515.45
Store_002,Tier1,Central,Grocery,2023-10-01,1862252.89
Store_002,Tier1,Central,Grocery,2023-11-01,1677554.98
Store_002,Tier1,Central,Grocery,2023-12-01,2328921.69
Store_002,Tier1,Central,Grocery,2024-01-01,2278874.45
Store_002,Tier1,Central,Grocery,2024-02-01,1448821.94
Store_002,Tier1,Central,Grocery,2024-03-01,1648823.92
Store_002,Tier1,Central,Grocery,2024-04-01,1776480.24
Store_002,Tier1,Central,Grocery,2024-05-01,1704081.74
Store_002,Tier1,Central,Grocery,2024-06-01,1769469.3
Store_002,Tier1,Central,Grocery,2024-07-01,1813744.85
Store_002,Tier1,Central,Grocery,2024-08-01,1717862.73
Store_002,Tier1,Central,Grocery,2024-09-01,1694366.66
Store_002,Tier1,Central,Grocery,2024-10-01,1928154.53
Store_002,Tier1,Central,Grocery,2024-11-01,1825612.67
Store_002,Tier1,Central,Grocery,2024-12-01,2294594.09
Store_002,Tier1,Central,Home & Kitchen,2021-01-01,658196.03
Store_002,Tier1,Central,Home & Kitchen,2021-02-01,634821.82
Store_002,Tier1,Central,Home & Kitchen,2021-03-01,712802.9
Store_002,Tier1,Central,Home & Kitchen,2021-04-01,769212.57
Store_002,Tier1,Central,Home & Kitchen,2021-05-01,889299.12
Store_002,Tier1,Central,Home & Kitchen,2021-06-01,689563.13
Store_002,Tier1,Central,Home & Kitchen,2021-07-01,768640.48
Store_002,Tier1,Central,Home & Kitchen,2021-08-01,693646.93
Store_002,Tier1,Central,Home & Kitchen,2021-09-01,787701.57
Store_002,Tier1,Central,Home & Kitchen,2021-10-01,882241.65
Store_002,Tier1,Central,Home & Kitchen,2021-11-01,1292956.37
Store_002,Tier1,Central,Home & Kitchen,2021-12-01,1281455.54
Store_002,Tier1,Central,Home & Kitchen,2022-01-01,682052.42
Store_002,Tier1,Central,Home & Kitchen,2022-02-01,598851.38
Store_002,Tier1,Central,Home & Kitchen,2022-03-01,684440.05
Store_002,Tier1,Central,Home & Kitchen,2022-04-01,823583.58
Store_002,Tier1,Central,Home & Kitchen,2022-05-01,795876.38
Store_002,Tier1,Central,Home & Kitchen,2022-06-01,742243.58
Store_002,Tier1,Central,Home & Kitchen,2022-07-01,756893.63
Store_002,Tier1,Central,Home & Kitchen,2022-08-01,773200.52
Store_002,Tier1,Central,Home & Kitchen,2022-09-01,782364.48
Store_002,Tier1,Central,Home & Kitchen,2022-10-01,889988.13
Store_002,Tier1,Central,Home & Kitchen,2022-11-01,1258219.04
Store_002,Tier1,Central,Home & Kitchen,2022-12-01,1156211.24
Store_002,Tier1,Central,Home & Kitchen,2023-01-01,630901.96
Store_002,Tier1,Central,Home & Kitchen,2023-02-01,584569.34
Store_002,Tier1,Central,Home & Kitchen,2023-03-01,713339.29
Store_002,Tier1,Central,Home & Kitchen,2023-04-01,758885.39
Store_002,Tier1,Central,Home & Kitchen,2023-05-01,877005.36
Store_002,Tier1,Central,Home & Kitchen,2023-06-01,748169.59
Store_002,Tier1,Central,Home & Kitchen,2023-07-01,779814.28
Store_002,Tier1,Central,Home & Kitchen,2023-08-01,710261.74
Store_002,Tier1,Central,Home & Kitchen,2023-09-01,825176.75
Store_002,Tier1,Central,Home & Kitchen,2023-10-01,845055.58
Store_002,Tier1,Central,Home & Kitchen,2023-11-01,1275354.78
Store_002,Tier1,Central,Home & Kitchen,2023-12-01,1265579.4
Store_002,Tier1,Central,Home & Kitchen,2024-01-01,628754.3
Store_002,Tier1,Central,Home & Kitchen,2024-02-01,631040.42
Store_002,Tier1,Central,Home & Kitchen,2024-03-01,776373.45
Store_002,Tier1,Central,Home & Kitchen,2024-04-01,757884.03
Store_002,Tier1,Central,Home & Kitchen,2024-05-01,815723.51
Store_002,Tier1,Central,Home & Kitchen,2024-06-01,667309.5
Store_002,Tier1,Central,Home & Kitchen,2024-07-01,786869.74
Store_002,Tier1,Central,Home & Kitchen,2024-08-01,806179.96
Store_002,Tier1,Central,Home & Kitchen,2024-09-01,846539.02
Store_002,Tier1,Central,Home & Kitchen,2024-10-01,900822.5
Store_002,Tier1,Central,Home & Kitchen,2024-11-01,1392440.9
Store_002,Tier1,Central,Home & Kitchen,2024-12-01,1362420.87
Store_002,Tier1,Central,Sports,2021-01-01,437016.64
Store_002,Tier1,Central,Sports,2021-02-01,411415.91
Store_002,Tier1,Central,Sports,2021-03-01,510797.6
Store_002,Tier1,Central,Sports,2021-04-01,574933.51
Store_002,Tier1,Central,Sports,2021-05-01,643920.19
Store_002,Tier1,Central,Sports,2021-06-01,874072.09
Store_002,Tier1,Central,Sports,2021-07-01,810082.82
Store_002,Tier1,Central,Sports,2021-08-01,791130.62
Store_002,Tier1,Central,Sports,2021-09-01,601923.63
Store_002,Tier1,Central,Sports,2021-10-01,562993.38
Store_002,Tier1,Central,Sports,2021-11-01,469295.4
Store_002,Tier1,Central,Sports,2021-12-01,420277.5
Store_002,Tier1,Central,Sports,2022-01-01,443384.67
Store_002,Tier1,Central,Sports,2022-02-01,386762.19
Store_002,Tier1,Central,Sports,2022-03-01,512614.39
Store_002,Tier1,Central,Sports,2022-04-01,647427.14
Store_002,Tier1,Central,Sports,2022-05-01,640680.45
Store_002,Tier1,Central,Sports,2022-06-01,862587.87
Store_002,Tier1,Central,Sports,2022-07-01,801879.26
Store_002,Tier1,Central,Sports,2022-08-01,766303.91
Store_002,Tier1,Central,Sports,2022-09-01,666164.8
Store_002,Tier1,Central,Sports,2022-10-01,554846.29
Store_002,Tier1,Central,Sports,2022-11-01,445863.74
