store_id,ds,type,value,model
Store_002,2021-04-01,history,4701348.18,Prophet
Store_002,2021-05-01,history,5106963.52,Prophet
Store_002,2021-06-01,history,4749247.3,Prophet
Store_002,2021-07-01,history,4994007.62,Prophet
Store_002,2021-08-01,history,4895541.53,Prophet
Store_002,2021-09-01,history,4845173.08,Prophet
Store_002,2021-10-01,history,5609751.33,Prophet
Store_002,2021-11-01,history,5940885.44,Prophet
Store_002,2021-12-01,history,7174096.24,Prophet
Store_002,2022-01-01,history,4913407.36,Prophet
Store_002,2022-02-01,history,3725325.87,Prophet
Store_002,2022-03-01,history,4471225.19,Prophet
Store_002,2022-04-01,history,4822020.859999999,Prophet
Store_002,2022-05-01,history,4835775.71,Prophet
Store_002,2022-06-01,history,4948004.38,Prophet
Store_002,2022-07-01,history,4904023.7700000005,Prophet
Store_002,2022-08-01,history,4912448.39,Prophet
Store_002,2022-09-01,history,4960918.54,Prophet
Store_002,2022-10-01,history,5765509.24,Prophet
Store_002,2022-11-01,history,5900387.220000001,Prophet
Store_002,2022-12-01,history,7325240.09,Prophet
Store_002,2023-01-01,history,4751717.2,Prophet
Store_002,2023-02-01,history,3687183.53,Prophet
Store_002,2023-03-01,history,4453534.94,Prophet
Store_002,2023-04-01,history,4784391.19,Prophet
Store_002,2023-05-01,history,4964167.58,Prophet
Store_002,2023-06-01,history,4891574.87,Prophet
Store_002,2023-07-01,history,4975609.76,Prophet
Store_002,2023-08-01,history,5018261.85,Prophet
Store_002,2023-09-01,history,5074123.47,Prophet
Store_002,2023-10-01,history,5848599.93,Prophet
Store_002,2023-11-01,history,5818952.85,Prophet
Store_002,2023-12-01,history,7339300.9,Prophet
Store_002,2024-01-01,history,4777614.59,Prophet
Store_002,2024-02-01,history,3727815.38,Prophet
Store_002,2024-03-01,history,4601419.38,Prophet
Store_002,2024-04-01,history,4749813.62,Prophet
Store_002,2024-05-01,history,4995162.26,Prophet
Store_002,2024-06-01,history,4998431.24,Prophet
Store_002,2024-07-01,history,5062997.28,Prophet
Store_002,2024-08-01,history,5105854.63,Prophet
Store_002,2024-09-01,history,4907840.31,Prophet
Store_002,2024-10-01,history,5942457.86,Prophet
Store_002,2024-11-01,history,6241002.7,Prophet
Store_002,2024-12-01,history,7450814.54,Prophet
Store_002,2024-01-01,actual,4777614.59,Prophet
Store_002,2024-01-01,predicted,4874983.12,Prophet
Store_002,2024-02-01,actual,3727815.38,Prophet
Store_002,2024-02-01,predicted,3780151.83,Prophet
Store_002,2024-03-01,actual,4601419.38,Prophet
Store_002,2024-03-01,predicted,4608612.56,Prophet
Store_002,2024-04-01,actual,4749813.62,Prophet
Store_002,2024-04-01,predicted,4675151.04,Prophet
Store_002,2024-05-01,actual,4995162.26,Prophet
Store_002,2024-05-01,predicted,5166088.41,Prophet
Store_002,2024-06-01,actual,4998431.24,Prophet
Store_002,2024-06-01,predicted,4834836.51,Prophet
Store_002,2024-07-01,actual,5062997.28,Prophet
Store_002,2024-07-01,predicted,5148290.91,Prophet
Store_002,2024-08-01,actual,5105854.63,Prophet
Store_002,2024-08-01,predicted,5031029.02,Prophet
Store_002,2024-09-01,actual,4907840.31,Prophet
Store_002,2024-09-01,predicted,4969791.42,Prophet
Store_002,2024-10-01,actual,5942457.86,Prophet
Store_002,2024-10-01,predicted,5735560.39,Prophet
Store_002,2024-11-01,actual,6241002.7,Prophet
Store_002,2024-11-01,predicted,6215383.67,Prophet
Store_002,2024-12-01,actual,7450814.54,Prophet
Store_002,2024-12-01,predicted,7318275.94,Prophet
Store_002,2025-01-01,forecast,4910825.51,Prophet
Store_002,2025-02-01,forecast,3777539.34,Prophet
Store_002,2025-03-01,forecast,4622348.63,Prophet
Store_002,2025-04-01,forecast,4790676.89,Prophet
Store_002,2025-05-01,forecast,5144577.78,Prophet
Store_002,2025-06-01,forecast,4926886.56,Prophet
Store_003,2021-01-01,history,5549953.52,Holt-Winters
Store_003,2021-02-01,history,4300093.87,Holt-Winters
Store_003,2021-03-01,history,5314673.9,Holt-Winters
Store_003,2021-04-01,history,5367913.99,Holt-Winters
Store_003,2021-05-01,history,6047772.53,Holt-Winters
Store_003,2021-06-01,history,5638377.41,Holt-Winters
Store_003,2021-07-01,history,5652263.850000001,Holt-Winters
Store_003,2021-08-01,history,5513295.74,Holt-Winters
Store_003,2021-09-01,history,5750872.52,Holt-Winters
Store_003,2021-10-01,history,6647617.12,Holt-Winters
Store_003,2021-11-01,history,6996338.91,Holt-Winters
Store_003,2021-12-01,history,8305680.45,Holt-Winters
Store_003,2022-01-01,history,5603735.21,Holt-Winters
Store_003,2022-02-01,history,4282199.59,Holt-Winters
Store_003,2022-03-01,history,5178196.76,Holt-Winters
Store_003,2022-04-01,history,5461355.32,Holt-Winters
Store_003,2022-05-01,history,5626407.2700000005,Holt-Winters
Store_003,2022-06-01,history,5435389.29,Holt-Winters
Store_003,2022-07-01,history,6038501.140000001,Holt-Winters
Store_003,2022-08-01,history,5684456.0,Holt-Winters
Store_003,2022-09-01,history,5737412.21,Holt-Winters
Store_003,2022-10-01,history,6610701.65,Holt-Winters
Store_003,2022-11-01,history,6822790.890000001,Holt-Winters
Store_003,2022-12-01,history,8606691.879999999,Holt-Winters
Store_003,2023-01-01,history,5519306.46,Holt-Winters
Store_003,2023-02-01,history,4339821.79,Holt-Winters
Store_003,2023-03-01,history,5100694.5600000005,Holt-Winters
Store_003,2023-04-01,history,5599771.720000001,Holt-Winters
Store_003,2023-05-01,history,5598306.68,Holt-Winters
Store_003,2023-06-01,history,5623321.63,Holt-Winters
Store_003,2023-07-01,history,5742796.48,Holt-Winters
Store_003,2023-08-01,history,5553894.99,Holt-Winters
Store_003,2023-09-01,history,5750823.07,Holt-Winters
Store_003,2023-10-01,history,6651592.92,Holt-Winters
Store_003,2023-11-01,history,7002513.1,Holt-Winters
Store_003,2023-12-01,history,8697157.03,Holt-Winters
Store_003,2024-01-01,history,5280337.91,Holt-Winters
Store_003,2024-02-01,history,4400333.34,Holt-Winters
Store_003,2024-03-01,history,5494501.13,Holt-Winters
Store_003,2024-04-01,history,5468119.13,Holt-Winters
Store_003,2024-05-01,history,5600070.23,Holt-Winters
Store_003,2024-06-01,history,5635198.19,Holt-Winters
Store_003,2024-07-01,history,5474675.47,Holt-Winters
Store_003,2024-08-01,history,5635318.76,Holt-Winters
Store_003,2024-09-01,history,5586026.14,Holt-Winters
Store_003,2024-10-01,history,6542149.9,Holt-Winters
Store_003,2024-11-01,history,7320021.449999999,Holt-Winters
Store_003,2024-12-01,history,8464754.44,Holt-Winters
Store_003,2024-01-01,actual,5280337.91,Holt-Winters
Store_003,2024-01-01,predicted,5586443.75,Holt-Winters
Store_003,2024-02-01,actual,4400333.34,Holt-Winters
Store_003,2024-02-01,predicted,4333279.17,Holt-Winters
Store_003,2024-03-01,actual,5494501.13,Holt-Winters
Store_003,2024-03-01,predicted,5161708.97,Holt-Winters
Store_003,2024-04-01,actual,5468119.13,Holt-Winters
Store_003,2024-04-01,predicted,5551354.19,Holt-Winters
Store_003,2024-05-01,actual,5600070.23,Holt-Winters
Store_003,2024-05-01,predicted,5635657.46,Holt-Winters
Store_003,2024-06-01,actual,5635198.19,Holt-Winters
Store_003,2024-06-01,predicted,5543015.64,Holt-Winters
Store_003,2024-07-01,actual,5474675.47,Holt-Winters
Store_003,2024-07-01,predicted,5854541.22,Holt-Winters
Store_003,2024-08-01,actual,5635318.76,Holt-Winters
Store_003,2024-08-01,predicted,5608212.34,Holt-Winters
Store_003,2024-09-01,actual,5586026.14,Holt-Winters
Store_003,2024-09-01,predicted,5757266.03,Holt-Winters
Store_003,2024-10-01,actual,6542149.9,Holt-Winters
Store_003,2024-10-01,predicted,6642021.57,Holt-Winters
Store_003,2024-11-01,actual,7320021.45,Holt-Winters
Store_003,2024-11-01,predicted,6927251.02,Holt-Winters
Store_003,2024-12-01,actual,8464754.44,Holt-Winters
Store_003,2024-12-01,predicted,8484102.88,Holt-Winters
Store_003,2025-01-01,forecast,5586813.33,Holt-Winters
Store_003,2025-02-01,forecast,4333646.89,Holt-Winters
Store_003,2025-03-01,forecast,5162074.86,Holt-Winters
Store_003,2025-04-01,forecast,5551718.25,Holt-Winters
Store_003,2025-05-01,forecast,5636019.69,Holt-Winters
Store_003,2025-06-01,forecast,5543376.07,Holt-Winters
Store_004,2021-01-01,history,4621175.12,Holt-Winters
Store_004,2021-02-01,history,3641040.53,Holt-Winters
Store_004,2021-03-01,history,4266440.22,Holt-Winters
Store_004,2021-04-01,history,4518775.02,Holt-Winters
Store_004,2021-05-01,history,4813286.75,Holt-Winters
Store_004,2021-06-01,history,4646740.04,Holt-Winters
Store_004,2021-07-01,history,4910639.3100000005,Holt-Winters
Store_004,2021-08-01,history,4638329.71,Holt-Winters
Store_004,2021-09-01,history,4451228.26,Holt-Winters
Store_004,2021-10-01,history,5517396.64,Holt-Winters
Store_004,2021-11-01,history,5718990.75,Holt-Winters
Store_004,2021-12-01,history,6822485.73,Holt-Winters
Store_004,2022-01-01,history,4601406.33,Holt-Winters
Store_004,2022-02-01,history,3408563.1,Holt-Winters
Store_004,2022-03-01,history,4412999.06,Holt-Winters
Store_004,2022-04-01,history,4600300.0,Holt-Winters
Store_004,2022-05-01,history,4690478.33,Holt-Winters
Store_004,2022-06-01,history,4765976.83,Holt-Winters
Store_004,2022-07-01,history,5086524.33,Holt-Winters
Store_004,2022-08-01,history,4812134.48,Holt-Winters
Store_004,2022-09-01,history,4936697.91,Holt-Winters
Store_004,2022-10-01,history,5618066.7,Holt-Winters
Store_004,2022-11-01,history,5582099.28,Holt-Winters
Store_004,2022-12-01,history,7028132.82,Holt-Winters
Store_004,2023-01-01,history,4697593.67,Holt-Winters
Store_004,2023-02-01,history,3433378.59,Holt-Winters
Store_004,2023-03-01,history,4418060.42,Holt-Winters
Store_004,2023-04-01,history,4767380.98,Holt-Winters
Store_004,2023-05-01,history,4760939.27,Holt-Winters
Store_004,2023-06-01,history,4668650.56,Holt-Winters
Store_004,2023-07-01,history,4911480.76,Holt-Winters
Store_004,2023-08-01,history,4751687.86,Holt-Winters
Store_004,2023-09-01,history,4860704.32,Holt-Winters
Store_004,2023-10-01,history,5416381.34,Holt-Winters
Store_004,2023-11-01,history,5666839.72,Holt-Winters
Store_004,2023-12-01,history,7471754.33,Holt-Winters
Store_004,2024-01-01,history,4631064.96,Holt-Winters
Store_004,2024-02-01,history,3655168.13,Holt-Winters
Store_004,2024-03-01,history,4431326.65,Holt-Winters
Store_004,2024-04-01,history,4544299.55,Holt-Winters
Store_004,2024-05-01,history,4826072.91,Holt-Winters
Store_004,2024-06-01,history,4653896.069999999,Holt-Winters
Store_004,2024-07-01,history,4736660.02,Holt-Winters
Store_004,2024-08-01,history,4872335.28,Holt-Winters
Store_004,2024-09-01,history,4981427.73,Holt-Winters
Store_004,2024-10-01,history,5594478.74,Holt-Winters
Store_004,2024-11-01,history,6035577.79,Holt-Winters
Store_004,2024-12-01,history,7058130.14,Holt-Winters
Store_004,2024-01-01,actual,4631064.96,Holt-Winters
Store_004,2024-01-01,predicted,4749064.59,Holt-Winters
Store_004,2024-02-01,actual,3655168.13,Holt-Winters
Store_004,2024-02-01,predicted,3522611.45,Holt-Winters
Store_004,2024-03-01,actual,4431326.65,Holt-Winters
Store_004,2024-03-01,predicted,4510535.41,Holt-Winters
Store_004,2024-04-01,actual,4544299.55,Holt-Winters
Store_004,2024-04-01,predicted,4776779.75,Holt-Winters
Store_004,2024-05-01,actual,4826072.91,Holt-Winters
Store_004,2024-05-01,predicted,4826222.59,Holt-Winters
Store_004,2024-06-01,actual,4653896.07,Holt-Winters
Store_004,2024-06-01,predicted,4809649.47,Holt-Winters
Store_004,2024-07-01,actual,4736660.02,Holt-Winters
Store_004,2024-07-01,predicted,5132475.67,Holt-Winters
Store_004,2024-08-01,actual,4872335.28,Holt-Winters
Store_004,2024-08-01,predicted,4866161.07,Holt-Winters
Store_004,2024-09-01,actual,4981427.73,Holt-Winters
Store_004,2024-09-01,predicted,4840313.35,Holt-Winters
Store_004,2024-10-01,actual,5594478.74,Holt-Winters
Store_004,2024-10-01,predicted,5709900.68,Holt-Winters
Store_004,2024-11-01,actual,6035577.79,Holt-Winters
Store_004,2024-11-01,predicted,5792848.88,Holt-Winters
Store_004,2024-12-01,actual,7058130.14,Holt-Winters
Store_004,2024-12-01,predicted,7072558.93,Holt-Winters
Store_004,2025-01-01,forecast,4800337.66,Holt-Winters
Store_004,2025-02-01,forecast,3573628.15,Holt-Winters
Store_004,2025-03-01,forecast,4561297.04,Holt-Winters
Store_004,2025-04-01,forecast,4827287.56,Holt-Winters
Store_004,2025-05-01,forecast,4876477.86,Holt-Winters
Store_004,2025-06-01,forecast,4859653.47,Holt-Winters
Store_005,2021-01-01,history,5008975.19,SARIMA
Store_005,2021-02-01,history,3849771.54,SARIMA
Store_005,2021-03-01,history,4541616.17,SARIMA
Store_005,2021-04-01,history,4688463.66,SARIMA
Store_005,2021-05-01,history,5190790.61,SARIMA
Store_005,2021-06-01,history,5167658.8100000005,SARIMA
Store_005,2021-07-01,history,5238147.03,SARIMA
Store_005,2021-08-01,history,5136376.52,SARIMA
Store_005,2021-09-01,history,4997156.7700000005,SARIMA
Store_005,2021-10-01,history,5919485.890000001,SARIMA
Store_005,2021-11-01,history,6032296.16,SARIMA
Store_005,2021-12-01,history,7570386.27,SARIMA
Store_005,2022-01-01,history,5188502.550000001,SARIMA
Store_005,2022-02-01,history,3752058.25,SARIMA
Store_005,2022-03-01,history,4710510.97,SARIMA
Store_005,2022-04-01,history,4979260.84,SARIMA
Store_005,2022-05-01,history,5133839.2,SARIMA
Store_005,2022-06-01,history,5011657.3,SARIMA
Store_005,2022-07-01,history,5144242.13,SARIMA
Store_005,2022-08-01,history,5038330.5,SARIMA
Store_005,2022-09-01,history,4979355.1,SARIMA
Store_005,2022-10-01,history,6039150.74,SARIMA
Store_005,2022-11-01,history,6130886.83,SARIMA
Store_005,2022-12-01,history,7831873.67,SARIMA
Store_005,2023-01-01,history,4963236.23,SARIMA
Store_005,2023-02-01,history,3828515.51,SARIMA
Store_005,2023-03-01,history,4646527.18,SARIMA
Store_005,2023-04-01,history,5029097.12,SARIMA
Store_005,2023-05-01,history,5241814.12,SARIMA
Store_005,2023-06-01,history,5043169.59,SARIMA
Store_005,2023-07-01,history,5141494.78,SARIMA
Store_005,2023-08-01,history,5196162.97,SARIMA
Store_005,2023-09-01,history,5308505.72,SARIMA
Store_005,2023-10-01,history,5765355.9,SARIMA
Store_005,2023-11-01,history,6321118.29,SARIMA
Store_005,2023-12-01,history,7681487.02,SARIMA
Store_005,2024-01-01,history,4987912.7,SARIMA
Store_005,2024-02-01,history,3976164.99,SARIMA
Store_005,2024-03-01,history,4637221.76,SARIMA
Store_005,2024-04-01,history,4998736.6,SARIMA
Store_005,2024-05-01,history,5288179.25,SARIMA
Store_005,2024-06-01,history,5221013.88,SARIMA
Store_005,2024-07-01,history,5059581.54,SARIMA
Store_005,2024-08-01,history,5263733.42,SARIMA
Store_005,2024-09-01,history,5162595.3,SARIMA
Store_005,2024-10-01,history,5716450.32,SARIMA
Store_005,2024-11-01,history,6183561.83,SARIMA
Store_005,2024-12-01,history,7400489.33,SARIMA
Store_005,2024-01-01,actual,4987912.7,SARIMA
Store_005,2024-01-01,predicted,5108969.78,SARIMA
Store_005,2024-02-01,actual,3976164.99,SARIMA
Store_005,2024-02-01,predicted,3792166.72,SARIMA
Store_005,2024-03-01,actual,4637221.76,SARIMA
Store_005,2024-03-01,predicted,4723267.21,SARIMA
Store_005,2024-04-01,actual,4998736.6,SARIMA
Store_005,2024-04-01,predicted,5036942.29,SARIMA
Store_005,2024-05-01,actual,5288179.25,SARIMA
Store_005,2024-05-01,predicted,5295137.79,SARIMA
Store_005,2024-06-01,actual,5221013.88,SARIMA
Store_005,2024-06-01,predicted,5067534.78,SARIMA
Store_005,2024-07-01,actual,5059581.54,SARIMA
Store_005,2024-07-01,predicted,5181703.86,SARIMA
Store_005,2024-08-01,actual,5263733.42,SARIMA
Store_005,2024-08-01,predicted,5230004.14,SARIMA
Store_005,2024-09-01,actual,5162595.3,SARIMA
Store_005,2024-09-01,predicted,5352802.4,SARIMA
Store_005,2024-10-01,actual,5716450.32,SARIMA
Store_005,2024-10-01,predicted,5791175.61,SARIMA
Store_005,2024-11-01,actual,6183561.83,SARIMA
Store_005,2024-11-01,predicted,6360558.35,SARIMA
Store_005,2024-12-01,actual,7400489.33,SARIMA
Store_005,2024-12-01,predicted,7711212.98,SARIMA
Store_005,2025-01-01,forecast,5146767.55,SARIMA
Store_005,2025-02-01,forecast,3825001.01,SARIMA
Store_005,2025-03-01,forecast,4759180.91,SARIMA
Store_005,2025-04-01,forecast,5070977.98,SARIMA
Store_005,2025-05-01,forecast,5330403.73,SARIMA
Store_005,2025-06-01,forecast,5102020.16,SARIMA
Store_006,2021-01-01,history,5470176.73,SARIMA
Store_006,2021-02-01,history,4339529.18,SARIMA
Store_006,2021-03-01,history,5185333.62,SARIMA
Store_006,2021-04-01,history,5609478.95,SARIMA
Store_006,2021-05-01,history,6081400.09,SARIMA
Store_006,2021-06-01,history,5597298.13,SARIMA
Store_006,2021-07-01,history,5948329.35,SARIMA
Store_006,2021-08-01,history,5947052.03,SARIMA
Store_006,2021-09-01,history,5642733.24,SARIMA
Store_006,2021-10-01,history,6975093.23,SARIMA
Store_006,2021-11-01,history,7055452.63,SARIMA
Store_006,2021-12-01,history,8395415.19,SARIMA
Store_006,2022-01-01,history,5818376.49,SARIMA
Store_006,2022-02-01,history,4433561.71,SARIMA
Store_006,2022-03-01,history,5281764.26,SARIMA
Store_006,2022-04-01,history,5791092.59,SARIMA
Store_006,2022-05-01,history,6085779.93,SARIMA
Store_006,2022-06-01,history,5708361.52,SARIMA
Store_006,2022-07-01,history,6030530.22,SARIMA
Store_006,2022-08-01,history,5926493.66,SARIMA
Store_006,2022-09-01,history,6062025.18,SARIMA
Store_006,2022-10-01,history,6751685.28,SARIMA
Store_006,2022-11-01,history,7189737.53,SARIMA
Store_006,2022-12-01,history,8802405.78,SARIMA
Store_006,2023-01-01,history,5520428.58,SARIMA
Store_006,2023-02-01,history,4399522.04,SARIMA
Store_006,2023-03-01,history,5547391.33,SARIMA
Store_006,2023-04-01,history,5800359.41,SARIMA
Store_006,2023-05-01,history,5677285.67,SARIMA
Store_006,2023-06-01,history,5786091.17,SARIMA
Store_006,2023-07-01,history,5993245.42,SARIMA
Store_006,2023-08-01,history,5793920.06,SARIMA
Store_006,2023-09-01,history,5794185.58,SARIMA
Store_006,2023-10-01,history,6725911.119999999,SARIMA
Store_006,2023-11-01,history,7244074.11,SARIMA
Store_006,2023-12-01,history,8733781.9,SARIMA
Store_006,2024-01-01,history,5581173.32,SARIMA
Store_006,2024-02-01,history,4638204.53,SARIMA
Store_006,2024-03-01,history,5414458.34,SARIMA
Store_006,2024-04-01,history,5581630.32,SARIMA
Store_006,2024-05-01,history,6029869.33,SARIMA
Store_006,2024-06-01,history,5932441.94,SARIMA
Store_006,2024-07-01,history,5877142.98,SARIMA
Store_006,2024-08-01,history,5769751.01,SARIMA
Store_006,2024-09-01,history,5895179.67,SARIMA
Store_006,2024-10-01,history,6556901.53,SARIMA
Store_006,2024-11-01,history,7317449.12,SARIMA
Store_006,2024-12-01,history,8368779.89,SARIMA
Store_006,2024-01-01,actual,5581173.32,SARIMA
Store_006,2024-01-01,predicted,5509706.33,SARIMA
Store_006,2024-02-01,actual,4638204.53,SARIMA
Store_006,2024-02-01,predicted,4365795.84,SARIMA
Store_006,2024-03-01,actual,5414458.34,SARIMA
Store_006,2024-03-01,predicted,5473215.49,SARIMA
Store_006,2024-04-01,actual,5581630.32,SARIMA
Store_006,2024-04-01,predicted,5759092.39,SARIMA
Store_006,2024-05-01,actual,6029869.33,SARIMA
Store_006,2024-05-01,predicted,5687564.41,SARIMA
Store_006,2024-06-01,actual,5932441.94,SARIMA
Store_006,2024-06-01,predicted,5736084.59,SARIMA
Store_006,2024-07-01,actual,5877142.98,SARIMA
Store_006,2024-07-01,predicted,5957488.36,SARIMA
Store_006,2024-08-01,actual,5769751.01,SARIMA
Store_006,2024-08-01,predicted,5770012.72,SARIMA
Store_006,2024-09-01,actual,5895179.67,SARIMA
Store_006,2024-09-01,predicted,5787077.42,SARIMA
Store_006,2024-10-01,actual,6556901.53,SARIMA
Store_006,2024-10-01,predicted,6688733.93,SARIMA
Store_006,2024-11-01,actual,7317449.12,SARIMA
Store_006,2024-11-01,predicted,7196944.77,SARIMA
Store_006,2024-12-01,actual,8368779.89,SARIMA
Store_006,2024-12-01,predicted,8701927.38,SARIMA
Store_006,2025-01-01,forecast,5470658.98,SARIMA
Store_006,2025-02-01,forecast,4329606.15,SARIMA
Store_006,2025-03-01,forecast,5442050.62,SARIMA
Store_006,2025-04-01,forecast,5723839.45,SARIMA
Store_006,2025-05-01,forecast,5645908.24,SARIMA
Store_006,2025-06-01,forecast,5701917.31,SARIMA
Store_007,2021-01-01,history,5041707.75,Holt-Winters
Store_007,2021-02-01,history,3885165.68,Holt-Winters
Store_007,2021-03-01,history,4818844.13,Holt-Winters
Store_007,2021-04-01,history,4829498.39,Holt-Winters
Store_007,2021-05-01,history,5414387.7,Holt-Winters
Store_007,2021-06-01,history,5153709.72,Holt-Winters
Store_007,2021-07-01,history,5217224.39,Holt-Winters
Store_007,2021-08-01,history,5266830.45,Holt-Winters
Store_007,2021-09-01,history,5352051.91,Holt-Winters
Store_007,2021-10-01,history,6080969.95,Holt-Winters
Store_007,2021-11-01,history,6593656.73,Holt-Winters
Store_007,2021-12-01,history,7537517.91,Holt-Winters
Store_007,2022-01-01,history,5142742.84,Holt-Winters
Store_007,2022-02-01,history,3985412.26,Holt-Winters
Store_007,2022-03-01,history,4628273.83,Holt-Winters
Store_007,2022-04-01,history,5122604.98,Holt-Winters
Store_007,2022-05-01,history,5205351.64,Holt-Winters
Store_007,2022-06-01,history,4861737.94,Holt-Winters
Store_007,2022-07-01,history,5295805.42,Holt-Winters
Store_007,2022-08-01,history,5271156.36,Holt-Winters
Store_007,2022-09-01,history,5277078.3,Holt-Winters
Store_007,2022-10-01,history,6424241.28,Holt-Winters
Store_007,2022-11-01,history,6446315.5600000005,Holt-Winters
Store_007,2022-12-01,history,7675492.71,Holt-Winters
Store_007,2023-01-01,history,5283639.08,Holt-Winters
Store_007,2023-02-01,history,3836776.58,Holt-Winters
Store_007,2023-03-01,history,4846929.8,Holt-Winters
Store_007,2023-04-01,history,5245065.05,Holt-Winters
Store_007,2023-05-01,history,5326229.37,Holt-Winters
Store_007,2023-06-01,history,5406177.69,Holt-Winters
Store_007,2023-07-01,history,5543248.44,Holt-Winters
Store_007,2023-08-01,history,5240025.77,Holt-Winters
Store_007,2023-09-01,history,5595831.77,Holt-Winters
Store_007,2023-10-01,history,6099406.22,Holt-Winters
Store_007,2023-11-01,history,6309021.18,Holt-Winters
Store_007,2023-12-01,history,7811200.81,Holt-Winters
Store_007,2024-01-01,history,5119175.05,Holt-Winters
Store_007,2024-02-01,history,3987306.81,Holt-Winters
