store_id,store_tier,region,date,sales
Store_005,Tier1,South,2023-11-01,6321118.29
Store_005,Tier1,South,2023-12-01,7681487.02
Store_005,Tier1,South,2024-01-01,4987912.7
Store_005,Tier1,South,2024-02-01,3976164.99
Store_005,Tier1,South,2024-03-01,4637221.76
Store_005,Tier1,South,2024-04-01,4998736.6
Store_005,Tier1,South,2024-05-01,5288179.25
Store_005,Tier1,South,2024-06-01,5221013.88
Store_005,Tier1,South,2024-07-01,5059581.54
Store_005,Tier1,South,2024-08-01,5263733.42
Store_005,Tier1,South,2024-09-01,5162595.3
Store_005,Tier1,South,2024-10-01,5716450.32
Store_005,Tier1,South,2024-11-01,6183561.83
Store_005,Tier1,South,2024-12-01,7400489.33
Store_006,Tier1,North,2021-01-01,5470176.73
Store_006,Tier1,North,2021-02-01,4339529.18
Store_006,Tier1,North,2021-03-01,5185333.62
Store_006,Tier1,North,2021-04-01,5609478.95
Store_006,Tier1,North,2021-05-01,6081400.09
Store_006,Tier1,North,2021-06-01,5597298.13
Store_006,Tier1,North,2021-07-01,5948329.35
Store_006,Tier1,North,2021-08-01,5947052.03
Store_006,Tier1,North,2021-09-01,5642733.24
Store_006,Tier1,North,2021-10-01,6975093.23
Store_006,Tier1,North,2021-11-01,7055452.63
Store_006,Tier1,North,2021-12-01,8395415.19
Store_006,Tier1,North,2022-01-01,5818376.49
Store_006,Tier1,North,2022-02-01,4433561.71
Store_006,Tier1,North,2022-03-01,5281764.26
Store_006,Tier1,North,2022-04-01,5791092.59
Store_006,Tier1,North,2022-05-01,6085779.93
Store_006,Tier1,North,2022-06-01,5708361.52
Store_006,Tier1,North,2022-07-01,6030530.22
Store_006,Tier1,North,2022-08-01,5926493.66
Store_006,Tier1,North,2022-09-01,6062025.18
Store_006,Tier1,North,2022-10-01,6751685.28
Store_006,Tier1,North,2022-11-01,7189737.53
Store_006,Tier1,North,2022-12-01,8802405.78
Store_006,Tier1,North,2023-01-01,5520428.58
Store_006,Tier1,North,2023-02-01,4399522.04
Store_006,Tier1,North,2023-03-01,5547391.33
Store_006,Tier1,North,2023-04-01,5800359.41
Store_006,Tier1,North,2023-05-01,5677285.67
Store_006,Tier1,North,2023-06-01,5786091.17
Store_006,Tier1,North,2023-07-01,5993245.42
Store_006,Tier1,North,2023-08-01,5793920.06
Store_006,Tier1,North,2023-09-01,5794185.58
Store_006,Tier1,North,2023-10-01,6725911.119999999
Store_006,Tier1,North,2023-11-01,7244074.11
Store_006,Tier1,North,2023-12-01,8733781.9
Store_006,Tier1,North,2024-01-01,5581173.32
Store_006,Tier1,North,2024-02-01,4638204.53
Store_006,Tier1,North,2024-03-01,5414458.34
Store_006,Tier1,North,2024-04-01,5581630.32
Store_006,Tier1,North,2024-05-01,6029869.33
Store_006,Tier1,North,2024-06-01,5932441.9399999995
Store_006,Tier1,North,2024-07-01,5877142.98
Store_006,Tier1,North,2024-08-01,5769751.01
Store_006,Tier1,North,2024-09-01,5895179.67
Store_006,Tier1,North,2024-10-01,6556901.53
Store_006,Tier1,North,2024-11-01,7317449.12
Store_006,Tier1,North,2024-12-01,8368779.89
Store_007,Tier1,West,2021-01-01,5041707.75
Store_007,Tier1,West,2021-02-01,3885165.68
Store_007,Tier1,West,2021-03-01,4818844.13
Store_007,Tier1,West,2021-04-01,4829498.39
Store_007,Tier1,West,2021-05-01,5414387.7
Store_007,Tier1,West,2021-06-01,5153709.72
Store_007,Tier1,West,2021-07-01,5217224.39
Store_007,Tier1,West,2021-08-01,5266830.45
Store_007,Tier1,West,2021-09-01,5352051.91
Store_007,Tier1,West,2021-10-01,6080969.95
Store_007,Tier1,West,2021-11-01,6593656.73
Store_007,Tier1,West,2021-12-01,7537517.91
Store_007,Tier1,West,2022-01-01,5142742.84
Store_007,Tier1,West,2022-02-01,3985412.26
Store_007,Tier1,West,2022-03-01,4628273.83
Store_007,Tier1,West,2022-04-01,5122604.98
Store_007,Tier1,West,2022-05-01,5205351.64
Store_007,Tier1,West,2022-06-01,4861737.9399999995
Store_007,Tier1,West,2022-07-01,5295805.42
Store_007,Tier1,West,2022-08-01,5271156.36
Store_007,Tier1,West,2022-09-01,5277078.3
Store_007,Tier1,West,2022-10-01,6424241.28
Store_007,Tier1,West,2022-11-01,6446315.5600000005
Store_007,Tier1,West,2022-12-01,7675492.71
Store_007,Tier1,West,2023-01-01,5283639.08
Store_007,Tier1,West,2023-02-01,3836776.58
Store_007,Tier1,West,2023-03-01,4846929.8
Store_007,Tier1,West,2023-04-01,5245065.05
Store_007,Tier1,West,2023-05-01,5326229.37
Store_007,Tier1,West,2023-06-01,5406177.69
Store_007,Tier1,West,2023-07-01,5543248.44
Store_007,Tier1,West,2023-08-01,5240025.77
Store_007,Tier1,West,2023-09-01,5595831.77
Store_007,Tier1,West,2023-10-01,6099406.22
Store_007,Tier1,West,2023-11-01,6309021.18
Store_007,Tier1,West,2023-12-01,7811200.8100000005
Store_007,Tier1,West,2024-01-01,5119175.05
Store_007,Tier1,West,2024-02-01,3987306.81
Store_007,Tier1,West,2024-03-01,5158210.84
Store_007,Tier1,West,2024-04-01,5171738.84
Store_007,Tier1,West,2024-05-01,5162527.09
Store_007,Tier1,West,2024-06-01,5202085.39
Store_007,Tier1,West,2024-07-01,5184128.09
Store_007,Tier1,West,2024-08-01,5602259.91
Store_007,Tier1,West,2024-09-01,5484072.92
Store_007,Tier1,West,2024-10-01,6034227.6
Store_007,Tier1,West,2024-11-01,6750492.2
Store_007,Tier1,West,2024-12-01,7827805.08
Store_008,Tier1,West,2021-01-01,4746576.0600000005
Store_008,Tier1,West,2021-02-01,3773583.34
Store_008,Tier1,West,2021-03-01,4742639.5
Store_008,Tier1,West,2021-04-01,5011120.89
Store_008,Tier1,West,2021-05-01,5244758.39
Store_008,Tier1,West,2021-06-01,4945878.78
Store_008,Tier1,West,2021-07-01,5044469.0600000005
Store_008,Tier1,West,2021-08-01,5282818.71
Store_008,Tier1,West,2021-09-01,5012588.21
Store_008,Tier1,West,2021-10-01,5932510.83
Store_008,Tier1,West,2021-11-01,6407281.96
Store_008,Tier1,West,2021-12-01,7452452.279999999
Store_008,Tier1,West,2022-01-01,4969391.7
Store_008,Tier1,West,2022-02-01,3834841.0
Store_008,Tier1,West,2022-03-01,4487730.13
Store_008,Tier1,West,2022-04-01,4980738.2299999995
Store_008,Tier1,West,2022-05-01,5165235.97
Store_008,Tier1,West,2022-06-01,4996523.85
Store_008,Tier1,West,2022-07-01,5271121.24
Store_008,Tier1,West,2022-08-01,5125133.13
Store_008,Tier1,West,2022-09-01,5096414.39
Store_008,Tier1,West,2022-10-01,6033199.47
Store_008,Tier1,West,2022-11-01,6165708.38
Store_008,Tier1,West,2022-12-01,7663067.859999999
Store_008,Tier1,West,2023-01-01,5100640.55
Store_008,Tier1,West,2023-02-01,3951460.7600000002
Store_008,Tier1,West,2023-03-01,4655220.51
Store_008,Tier1,West,2023-04-01,5116662.5200000005
Store_008,Tier1,West,2023-05-01,5179432.45
Store_008,Tier1,West,2023-06-01,5032896.53
Store_008,Tier1,West,2023-07-01,5183538.82
Store_008,Tier1,West,2023-08-01,5196973.08
Store_008,Tier1,West,2023-09-01,5225469.66
Store_008,Tier1,West,2023-10-01,5812002.46
Store_008,Tier1,West,2023-11-01,6083813.79
Store_008,Tier1,West,2023-12-01,7729791.21
Store_008,Tier1,West,2024-01-01,4759111.26
Store_008,Tier1,West,2024-02-01,3870532.5999999996
Store_008,Tier1,West,2024-03-01,4700016.37
Store_008,Tier1,West,2024-04-01,4865309.0
Store_008,Tier1,West,2024-05-01,4974263.73
Store_008,Tier1,West,2024-06-01,5087734.41
Store_008,Tier1,West,2024-07-01,4941998.02
Store_008,Tier1,West,2024-08-01,5222206.31
Store_008,Tier1,West,2024-09-01,5233511.84
Store_008,Tier1,West,2024-10-01,5848033.2700000005
Store_008,Tier1,West,2024-11-01,6308791.15
Store_008,Tier1,West,2024-12-01,7367191.890000001
Store_009,Tier1,South,2021-01-01,4963257.66
Store_009,Tier1,South,2021-02-01,3816368.17
Store_009,Tier1,South,2021-03-01,4520038.13
Store_009,Tier1,South,2021-04-01,4676385.29
Store_009,Tier1,South,2021-05-01,5245832.35
Store_009,Tier1,South,2021-06-01,5015339.29
Store_009,Tier1,South,2021-07-01,4886818.140000001
Store_009,Tier1,South,2021-08-01,5074524.6
Store_009,Tier1,South,2021-09-01,4894724.86
Store_009,Tier1,South,2021-10-01,5937070.86
Store_009,Tier1,South,2021-11-01,6059169.78
Store_009,Tier1,South,2021-12-01,7538906.84
Store_009,Tier1,South,2022-01-01,4878190.55
Store_009,Tier1,South,2022-02-01,3740587.7399999998
Store_009,Tier1,South,2022-03-01,4530852.4
Store_009,Tier1,South,2022-04-01,4923014.1
Store_009,Tier1,South,2022-05-01,4974939.92
Store_009,Tier1,South,2022-06-01,4950165.0
Store_009,Tier1,South,2022-07-01,5126089.37
Store_009,Tier1,South,2022-08-01,5030363.87
Store_009,Tier1,South,2022-09-01,4932557.01
Store_009,Tier1,South,2022-10-01,5954525.390000001
Store_009,Tier1,South,2022-11-01,6134791.5
Store_009,Tier1,South,2022-12-01,7370156.12
Store_009,Tier1,South,2023-01-01,4779192.26
Store_009,Tier1,South,2023-02-01,3679977.08
Store_009,Tier1,South,2023-03-01,4656639.79
Store_009,Tier1,South,2023-04-01,4999567.19
Store_009,Tier1,South,2023-05-01,4970317.66
Store_009,Tier1,South,2023-06-01,4990937.6
Store_009,Tier1,South,2023-07-01,5148246.49
Store_009,Tier1,South,2023-08-01,5040761.34
Store_009,Tier1,South,2023-09-01,5248140.43
Store_009,Tier1,South,2023-10-01,5849422.21
Store_009,Tier1,South,2023-11-01,6014858.8100000005
Store_009,Tier1,South,2023-12-01,7409644.92
Store_009,Tier1,South,2024-01-01,4811624.35
Store_009,Tier1,South,2024-02-01,4007734.59
Store_009,Tier1,South,2024-03-01,4851132.2
Store_009,Tier1,South,2024-04-01,4738469.6
Store_009,Tier1,South,2024-05-01,5097429.699999999
Store_009,Tier1,South,2024-06-01,4921367.27
Store_009,Tier1,South,2024-07-01,4862122.75
Store_009,Tier1,South,2024-08-01,5144632.52
Store_009,Tier1,South,2024-09-01,5069087.17
Store_009,Tier1,South,2024-10-01,5642419.63
Store_009,Tier1,South,2024-11-01,6503571.61
Store_009,Tier1,South,2024-12-01,7326086.39
Store_010,Tier1,East,2021-01-01,5099221.63
Store_010,Tier1,East,2021-02-01,3966664.66
Store_010,Tier1,East,2021-03-01,5095706.36
Store_010,Tier1,East,2021-04-01,5104763.7700000005
Store_010,Tier1,East,2021-05-01,5645614.41
Store_010,Tier1,East,2021-06-01,5090273.93
Store_010,Tier1,East,2021-07-01,5314214.1899999995
Store_010,Tier1,East,2021-08-01,5436545.93
Store_010,Tier1,East,2021-09-01,5040897.47
Store_010,Tier1,East,2021-10-01,6394224.78
Store_010,Tier1,East,2021-11-01,6533843.850000001
Store_010,Tier1,East,2021-12-01,7714142.11
Store_010,Tier1,East,2022-01-01,5111577.85
Store_010,Tier1,East,2022-02-01,4016293.26
Store_010,Tier1,East,2022-03-01,5004648.55
Store_010,Tier1,East,2022-04-01,5217004.640000001
Store_010,Tier1,East,2022-05-01,5401291.23
Store_010,Tier1,East,2022-06-01,5408127.95
Store_010,Tier1,East,2022-07-01,5344718.07
Store_010,Tier1,East,2022-08-01,5149584.52
Store_010,Tier1,East,2022-09-01,5221056.23
Store_010,Tier1,East,2022-10-01,6333963.07
Store_010,Tier1,East,2022-11-01,6294040.62
Store_010,Tier1,East,2022-12-01,7612604.81
Store_010,Tier1,East,2023-01-01,5098151.51
Store_010,Tier1,East,2023-02-01,4078271.52
Store_010,Tier1,East,2023-03-01,5012964.85
Store_010,Tier1,East,2023-04-01,5205702.91
Store_010,Tier1,East,2023-05-01,5407306.12
Store_010,Tier1,East,2023-06-01,5328407.99
Store_010,Tier1,East,2023-07-01,5435219.39
Store_010,Tier1,East,2023-08-01,5431742.24
Store_010,Tier1,East,2023-09-01,5338885.14
Store_010,Tier1,East,2023-10-01,6002245.76
Store_010,Tier1,East,2023-11-01,6429240.55
Store_010,Tier1,East,2023-12-01,8066059.58
Store_010,Tier1,East,2024-01-01,5111187.09
Store_010,Tier1,East,2024-02-01,4128197.89
Store_010,Tier1,East,2024-03-01,5032475.9399999995
Store_010,Tier1,East,2024-04-01,4951484.52
Store_010,Tier1,East,2024-05-01,5439438.13
Store_010,Tier1,East,2024-06-01,5284543.9799999995
Store_010,Tier1,East,2024-07-01,5235425.2
Store_010,Tier1,East,2024-08-01,5431770.97
Store_010,Tier1,East,2024-09-01,5198149.59
Store_010,Tier1,East,2024-10-01,6109764.46
Store_010,Tier1,East,2024-11-01,6401981.29
Store_010,Tier1,East,2024-12-01,8005214.83
Store_011,Tier1,South,2021-01-01,4757907.96
Store_011,Tier1,South,2021-02-01,3713171.87
Store_011,Tier1,South,2021-03-01,4734484.100000001
Store_011,Tier1,South,2021-04-01,4555695.069999999
Store_011,Tier1,South,2021-05-01,5130688.5600000005
Store_011,Tier1,South,2021-06-01,4930534.62
Store_011,Tier1,South,2021-07-01,5019252.3
Store_011,Tier1,South,2021-08-01,5068287.7700000005
Store_011,Tier1,South,2021-09-01,4847938.75
Store_011,Tier1,South,2021-10-01,5750774.6
Store_011,Tier1,South,2021-11-01,6034568.32
Store_011,Tier1,South,2021-12-01,7386045.39
Store_011,Tier1,South,2022-01-01,4799410.819999999
Store_011,Tier1,South,2022-02-01,3776171.64
Store_011,Tier1,South,2022-03-01,4396174.42
Store_011,Tier1,South,2022-04-01,4667472.5
Store_011,Tier1,South,2022-05-01,4934493.09
Store_011,Tier1,South,2022-06-01,4868044.97
Store_011,Tier1,South,2022-07-01,5052708.57
Store_011,Tier1,South,2022-08-01,4950178.07
Store_011,Tier1,South,2022-09-01,4783964.59
Store_011,Tier1,South,2022-10-01,5752213.93
Store_011,Tier1,South,2022-11-01,5832279.0
Store_011,Tier1,South,2022-12-01,7815728.14
Store_011,Tier1,South,2023-01-01,4816853.21
Store_011,Tier1,South,2023-02-01,3773426.62
Store_011,Tier1,South,2023-03-01,4496283.0
Store_011,Tier1,South,2023-04-01,4707098.31
Store_011,Tier1,South,2023-05-01,4847712.76
Store_011,Tier1,South,2023-06-01,4696177.850000001
Store_011,Tier1,South,2023-07-01,4891817.51
Store_011,Tier1,South,2023-08-01,4849072.76
Store_011,Tier1,South,2023-09-01,4966436.5
Store_011,Tier1,South,2023-10-01,5715033.52
Store_011,Tier1,South,2023-11-01,6116152.16
Store_011,Tier1,South,2023-12-01,7683793.16
Store_011,Tier1,South,2024-01-01,4808956.38
Store_011,Tier1,South,2024-02-01,3906152.1900000004
Store_011,Tier1,South,2024-03-01,4453520.48
Store_011,Tier1,South,2024-04-01,4686747.04
Store_011,Tier1,South,2024-05-01,4951465.14
Store_011,Tier1,South,2024-06-01,5033644.38
Store_011,Tier1,South,2024-07-01,4933255.24
Store_011,Tier1,South,2024-08-01,4961008.61
Store_011,Tier1,South,2024-09-01,4928858.86
Store_011,Tier1,South,2024-10-01,5875034.28
Store_011,Tier1,South,2024-11-01,6257927.29
Store_011,Tier1,South,2024-12-01,7291359.84
Store_012,Tier1,South,2021-01-01,4866629.36
Store_012,Tier1,South,2021-02-01,3822224.2499999995
Store_012,Tier1,South,2021-03-01,4363313.37
Store_012,Tier1,South,2021-04-01,4792474.87
Store_012,Tier1,South,2021-05-01,4888981.73
Store_012,Tier1,South,2021-06-01,4970703.9799999995
Store_012,Tier1,South,2021-07-01,4934892.41
Store_012,Tier1,South,2021-08-01,4999495.91
Store_012,Tier1,South,2021-09-01,4934475.98
Store_012,Tier1,South,2021-10-01,5922950.45
Store_012,Tier1,South,2021-11-01,5981884.84
Store_012,Tier1,South,2021-12-01,7098212.55
Store_012,Tier1,South,2022-01-01,4754572.46
Store_012,Tier1,South,2022-02-01,3723884.9699999997
Store_012,Tier1,South,2022-03-01,4428189.39
Store_012,Tier1,South,2022-04-01,4754392.87
Store_012,Tier1,South,2022-05-01,4984802.79
Store_012,Tier1,South,2022-06-01,4803017.59
Store_012,Tier1,South,2022-07-01,5147815.49
Store_012,Tier1,South,2022-08-01,5140888.48
Store_012,Tier1,South,2022-09-01,4880799.55
